customer_id,usage_drop,open_tickets,failed_payments,contract_length,login_frequency,feature_adoption,support_interactions,region,segment,health_score,risk_score
CUST_00072,98.23786169086064,5,1,20,74,86.55071258939803,5,US-West,Startup,57.52334281811796,62.8945411809812
CUST_00073,82.08614731533525,1,7,26,50,83.85825587026248,4,EU,Enterprise,44.807324153243044,73.21377777133746
CUST_00074,73.62471836984882,11,0,26,13,28.863055324025577,36,US-East,Startup,50.83456477373943,71.90503674792468
CUST_00075,59.388309755789884,5,1,56,9,54.86031179381532,9,US-East,Enterprise,48.74286705337149,61.51791717160934
CUST_00076,76.02278598896865,10,7,38,34,34.88682665429953,48,US-West,SMB,38.04134762164403,100.0
CUST_00077,93.29380670999547,10,8,34,75,37.922858496380044,0,APAC,Enterprise,37.83072755524586,100.0
CUST_00078,13.97723766262895,8,4,14,59,16.36559428657045,20,US-West,SMB,55.37412984111524,53.5960789853557
CUST_00079,90.7866130462516,12,9,25,17,81.65994394715771,38,US-East,SMB,33.08833920167258,100.0
CUST_00080,53.978106191463304,14,0,25,16,89.95745732745685,1,EU,Startup,64.62429493983164,74.2573007341273
CUST_00081,11.689804070836407,5,2,7,50,33.49056146570861,14,US-West,Startup,69.88920149372169,47.02659315158566
CUST_00082,57.315084925738866,5,8,33,26,74.3946292572677,3,EU,SMB,61.96238203546472,97.37655556438398
CUST_00083,34.20817487159075,5,3,45,87,60.39578720725125,14,EU,Enterprise,66.40398301884935,49.94126514941558
CUST_00084,72.00365365460743,18,2,36,35,71.61790747329522,26,US-West,SMB,31.80773599614154,96.84796377934127
CUST_00085,22.7350983029987,14,9,46,11,91.18524088429648,39,EU,Startup,70.96477643791312,100.0
CUST_00086,93.21182824836124,3,3,5,36,70.72386343133986,41,US-East,SMB,43.01855298713945,79.6389332322072
CUST_00087,7.7321065488787255,13,7,41,85,91.0686198255713,0,US-East,Startup,92.47757202654694,90.1478586289699
CUST_00088,5.476163882203133,8,9,52,56,0.4632023004602859,40,US-West,Startup,48.72646419665716,78.93633906048379
CUST_00089,92.29602317984849,6,1,27,33,91.84547249393012,42,APAC,SMB,57.75489497211338,54.11549368756451
CUST_00090,3.3879160246594986,0,0,29,62,27.75871726294181,25,APAC,Startup,79.75854587649512,0.0
CUST_00091,99.68742518459473,16,6,1,12,39.73181154575979,18,US-East,Enterprise,15.373272778483244,100.0
CUST_00092,37.77259474401693,15,7,19,17,29.404467922097155,46,US-East,SMB,60.92736905164918,100.0
CUST_00093,49.7011948821249,18,3,1,7,86.17856210135173,38,EU,SMB,36.779845487187345,100.0
CUST_00094,52.65784666592938,0,6,55,31,71.59722288473975,28,EU,Startup,69.81426289501151,47.38565782038211
CUST_00095,67.18927435987284,7,5,57,66,88.7460482513503,27,APAC,SMB,52.54830965095281,77.78251761352675
CUST_00096,60.31974021769796,13,3,52,36,14.108184877771357,13,EU,SMB,46.35131824604015,85.23553756168235
CUST_00097,8.550853085446807,18,2,36,28,42.1424550592498,1,EU,SMB,58.22872642459911,85.7766420524017
CUST_00098,82.51073314226598,2,6,55,11,83.06545065652497,36,US-West,Enterprise,57.82354502109482,66.86973510346621
CUST_00099,29.44657595419177,19,9,22,23,11.423792592039684,29,APAC,Enterprise,39.04782300427577,100.0
CUST_00100,48.47783671503462,16,8,40,65,63.347821982614725,38,US-West,SMB,48.882720380085075,100.0
CUST_00101,52.56901823026858,12,1,23,36,1.8390676547466733,17,US-East,SMB,59.37261446554139,71.01350165803775
CUST_00102,6.717539991571009,4,8,38,75,20.64212717606032,41,EU,SMB,58.088901426819874,60.93146410246585
CUST_00103,73.21845784590624,1,8,53,70,57.32943781794007,16,US-West,SMB,31.725136005602685,70.88984451218157
CUST_00104,4.696596677505505,10,0,51,52,60.31521094663882,25,EU,Startup,83.68245652131877,37.846898586379176
CUST_00105,61.04046670079576,1,6,47,23,93.6829739324758,4,EU,Startup,38.64243767388031,70.92301151535403
CUST_00106,59.507793070025485,10,0,59,72,77.09122037458219,8,US-East,Enterprise,66.30979932246028,52.348909395500016
CUST_00107,68.84023964277361,9,8,39,34,81.91023176741997,36,US-East,Enterprise,51.59169004051655,100.0
CUST_00108,79.00135587918561,16,7,19,7,63.894938533426185,16,US-West,Enterprise,39.79652015030426,100.0
CUST_00109,90.33638126360249,11,9,41,25,3.94268113685059,9,EU,SMB,5.730524481628368,100.0
CUST_00110,12.052257878646444,6,8,51,47,11.528202124728438,22,APAC,Startup,59.732386617358756,84.5014834409086
CUST_00111,45.51436850361561,9,6,17,13,59.6269878482053,34,EU,Enterprise,37.6819901320204,100.0
CUST_00112,53.02651326349002,11,6,15,3,79.07231648389636,24,US-East,SMB,44.85585589094784,100.0
CUST_00113,87.66653778624494,1,6,35,41,99.03413133417772,12,EU,Startup,58.83915426630763,78.90942593017567
CUST_00114,99.79341105333374,19,0,29,61,47.98756203039088,15,EU,Enterprise,32.955085774550795,100.0
CUST_00115,73.22718071846451,16,2,45,13,29.70028764548822,49,US-East,Enterprise,24.395481263763195,92.53713273062955
CUST_00116,91.03391020575343,14,8,15,48,39.16301405403561,3,US-West,Startup,35.60750303114515,100.0
CUST_00117,90.37239671752705,1,8,7,51,6.4986409482894025,7,US-East,Startup,36.177599209115854,93.91994896319966
CUST_00118,51.26885110165086,9,1,57,89,3.6731937426613626,2,US-West,Startup,62.205958664619175,56.65961610551484
CUST_00119,21.63240230365535,8,2,20,60,26.02333679515273,34,APAC,Startup,72.37284487665104,57.95958831434018
CUST_00120,81.58331249906178,5,7,47,88,59.293993484170315,13,APAC,Startup,47.28852442619633,96.35958964962866
CUST_00121,27.295937485631494,8,2,25,75,3.542236841854507,14,EU,SMB,68.17799700731703,65.38521443010183
CUST_00122,40.845321307069874,14,5,8,4,4.878358167317309,17,US-East,SMB,29.90204434261492,100.0
CUST_00123,49.51465270139743,18,9,3,55,66.21120101065647,39,US-West,Startup,20.933321664538674,100.0
CUST_00124,86.8160804051547,0,8,13,44,69.74714616692836,41,APAC,Startup,48.195299495511684,81.74949575741148
CUST_00125,88.16371327703501,12,9,57,30,82.58167505647627,9,EU,Startup,25.019146031475458,100.0
CUST_00126,0.11201114801094869,1,6,2,12,61.69269183757422,48,US-West,Enterprise,58.10849733513234,53.47446211749737
CUST_00127,77.98453951511436,5,2,30,70,54.12665786761103,31,EU,SMB,52.712229887398955,67.65369625699974
CUST_00128,75.36988340505192,3,3,32,67,30.096356694681624,16,US-West,Enterprise,60.47251466301365,66.1446518160647
CUST_00129,5.79204605587983,17,1,14,63,67.60522571867544,11,US-East,Startup,63.263951568321474,67.59491112007412
CUST_00130,6.562614457401295,0,5,47,78,81.87856433570937,10,US-West,SMB,76.46100504620404,50.646171615615174
CUST_00131,99.71245001577111,16,2,13,38,52.702409621186206,28,US-West,Startup,23.479298267139466,100.0
CUST_00132,68.0499302074713,10,2,17,55,43.23348010426019,20,US-West,SMB,31.852318608683618,68.03412027253411
CUST_00133,22.995460589108617,2,0,25,23,36.852634372376116,14,APAC,SMB,95.23471905786607,12.347101562386763
CUST_00134,20.37012492762742,7,1,52,70,62.62203216314154,43,US-East,SMB,87.27428502105835,42.560780260825574
CUST_00135,11.730818896239448,16,3,36,8,20.052472670033673,21,APAC,Startup,32.77457875667034,88.42339511397304
CUST_00136,98.4351407402904,16,7,21,17,68.04566263593253,17,APAC,Startup,47.94910179602937,100.0
CUST_00137,69.49818861265426,0,5,41,7,72.42853081264118,23,US-West,SMB,47.8312609152378,68.6551944289438
CUST_00138,21.03495799188686,0,9,40,31,94.12375042323865,32,US-East,SMB,55.69488848617792,72.0135171625039
CUST_00139,3.3203108791366565,19,9,22,65,97.74663863147858,25,US-West,SMB,66.30472990407097,100.0
CUST_00140,16.748258225906977,16,7,11,60,70.64757264869012,5,EU,Enterprise,71.58962051486603,100.0
CUST_00141,70.90605194509165,7,7,50,61,78.34227259416147,46,US-West,SMB,49.77485896775137,100.0
CUST_00142,45.23182845183001,2,8,42,13,8.162998203058958,11,US-East,Startup,35.09072115876536,79.01005328570594
CUST_00143,21.92139873580443,13,3,45,7,87.18327789731212,31,US-West,Startup,88.2011755810627,77.84945830454578
CUST_00144,22.845474133129873,8,2,28,73,40.32613611238318,28,EU,Enterprise,54.698423924479165,45.084550902168324
CUST_00145,86.82725054083805,19,4,4,19,50.48448818930178,49,APAC,SMB,29.619016251743574,100.0
CUST_00146,72.52576604151365,3,1,15,33,79.29560946056316,38,US-West,Enterprise,66.60984039076457,37.82288085865578
CUST_00147,21.066218900566657,12,1,40,20,73.3113022415281,34,US-West,Startup,58.91382325637094,72.4796782266688
CUST_00148,63.25405332263061,13,1,55,36,85.4385093369579,44,US-East,Startup,45.30088390870639,75.62287485902814
CUST_00149,59.291839983178185,6,8,20,1,9.526150795462629,16,US-West,Startup,35.534171180139,100.0
CUST_00150,65.67366645412922,0,7,12,55,39.665977634356196,22,EU,SMB,34.93881020401571,69.55661549494674
CUST_00151,16.975790508754073,9,9,12,0,44.94338352137377,7,APAC,SMB,59.656368281922944,100.0
CUST_00152,16.761921628831765,10,4,47,75,47.46308757498139,48,EU,Startup,60.663758926189104,77.94582286499212
CUST_00153,55.81402495938629,19,1,14,1,12.297080852962672,36,US-East,Startup,32.94119491243102,89.10526981952813
CUST_00154,31.61561049767505,16,2,14,11,14.834320096208886,49,US-East,Startup,45.783890801341464,88.03574280875695
CUST_00155,45.47398556338591,14,1,23,43,53.22449888262991,22,EU,SMB,45.406800061320226,77.62004022325948
CUST_00156,18.834908376560143,7,5,5,85,25.530652472843187,0,US-East,SMB,63.62024900224262,75.86947606925288
CUST_00157,86.89049844787182,7,0,12,71,79.55103716964031,3,APAC,SMB,48.748900959307846,61.10893814429406
CUST_00158,39.386440565415846,4,8,26,61,65.7845304603036,49,US-East,Enterprise,41.06706079673676,87.08332991251838
CUST_00159,99.33369373586285,12,8,53,76,28.86855955306381,10,US-West,SMB,25.488609459294228,100.0
CUST_00160,43.817234641198766,1,1,13,22,43.5583314812933,10,EU,Enterprise,48.99778372347228,28.84273910840325
CUST_00161,32.83812278850811,0,9,7,14,69.54672066898621,28,US-East,Startup,39.153300585635115,75.96505509136026
CUST_00162,22.726962726315147,10,2,8,77,61.94903460096145,45,APAC,SMB,100.0,53.668653297936686
CUST_00163,47.9181877629731,11,4,34,47,58.017236922733225,43,EU,SMB,28.212611557393156,77.45653431812447
CUST_00164,74.68757161358226,11,4,23,79,64.7474714154603,14,EU,Enterprise,51.197860267763126,85.78990504155763
CUST_00165,47.91832294435999,18,1,14,67,25.677656772050796,45,EU,SMB,59.235158951842706,76.78184013085321
CUST_00166,61.03337833109184,17,1,49,76,41.354910152535155,24,APAC,SMB,39.70682952958191,82.46700609033952
CUST_00167,79.97810954240217,6,7,49,41,18.522844654740965,35,US-West,Enterprise,26.708779680599484,95.63960295919352
CUST_00168,37.35096830383876,12,9,47,12,60.16118201463312,20,US-East,Startup,36.77946870221799,100.0
CUST_00169,61.09809888509917,9,7,24,79,55.663705793671724,26,EU,Startup,41.68605354782903,100.0
CUST_00170,66.75498992914704,17,2,36,73,45.17676787372291,49,APAC,SMB,42.228553578475186,85.72578966023647
CUST_00171,47.289196563318214,16,5,48,36,64.1971500443266,27,US-East,SMB,50.430221063771945,94.63165837023577
CUST_00172,63.201548602041846,1,2,7,84,67.5841245087376,41,US-East,Startup,85.5541622364625,35.09183607705069
CUST_00173,99.12559937021884,13,2,4,89,33.722713275542034,31,APAC,Enterprise,37.87944977039078,85.7153168987577
CUST_00174,89.41908746641182,2,8,8,69,35.49963058319373,3,APAC,Enterprise,53.23471789667484,88.22722056536101
CUST_00175,6.993160570943413,7,5,8,49,68.01319311034514,43,US-West,SMB,56.727998226655586,51.229861389589345
CUST_00176,99.41393612211675,1,5,17,34,73.06505102392461,29,US-West,Enterprise,53.920011924363614,63.32664575087626
CUST_00177,17.530294235765965,14,8,55,79,40.94778530052039,29,US-East,Startup,68.5677297781892,96.83135983954713
CUST_00178,92.71778194794527,12,6,28,4,73.71802250072432,43,APAC,SMB,37.57344085767744,100.0
CUST_00179,25.704726643207987,7,6,32,32,60.84864126597913,11,US-West,Enterprise,64.29696496382037,83.85027285947946
CUST_00180,22.735730009609878,12,1,41,84,34.63217685890035,8,US-West,Startup,80.07483847033062,52.670816738258324
CUST_00181,94.23870191022331,17,6,6,34,78.62759567570944,14,EU,SMB,30.440822363765072,100.0
CUST_00182,87.79743204450695,13,5,3,79,21.198249090223854,13,US-West,Startup,33.9409101832274,96.83313993963468
CUST_00183,69.49510889024617,17,3,18,9,82.24805636343609,24,EU,SMB,20.147202927706083,100.0
CUST_00184,13.919802461752983,15,5,46,51,50.25660764634424,40,US-West,Enterprise,61.115340513746446,95.20443260772576
CUST_00185,2.5811906949486985,14,3,45,59,77.67236304716927,31,APAC,SMB,76.30169332354953,68.18982429782892
CUST_00186,27.775262374926115,5,1,23,82,38.64608411591471,4,US-West,SMB,70.62990519560728,45.34715092602376
CUST_00187,99.48663171697672,14,8,23,82,17.06647585499984,20,EU,Startup,21.341739703607033,100.0
CUST_00188,69.2161341694132,0,3,4,39,81.39702695060188,38,APAC,SMB,55.36643441797143,47.31698475618625
CUST_00189,42.60833838903715,4,3,35,6,52.550462196864004,21,US-West,Enterprise,61.41469509486633,65.08615971858418
CUST_00190,1.1031264428647214,1,4,54,78,58.21482297799723,22,US-East,Enterprise,82.18974181593137,21.737042829412193
CUST_00191,1.2120774643893273,17,4,53,81,6.4616679844086145,31,APAC,Startup,47.814564627922564,78.02671513529127
CUST_00192,45.43773345599609,19,6,53,25,12.71997626874496,33,APAC,Startup,42.70885362168156,100.0
CUST_00193,37.58882851457693,19,5,42,20,95.62221906489484,48,APAC,Enterprise,58.48994885074466,100.0
CUST_00194,27.936771393471638,17,9,40,20,82.51321959287039,33,US-East,Startup,32.508733291677814,100.0
CUST_00195,88.93909161288443,12,2,5,31,98.82752710001313,22,US-East,Startup,44.502572966234176,90.19902476573583
CUST_00196,71.63233880626822,12,2,24,23,3.557086703554835,19,US-West,Startup,28.46893403153629,95.01180918097029
CUST_00197,97.07499576706702,18,6,51,27,35.48413602568904,4,APAC,SMB,32.802106518265774,100.0
CUST_00198,2.094496103091281,15,0,31,7,76.92231478381336,24,US-East,SMB,64.84663753113469,58.743866762842266
CUST_00199,47.825529457592374,17,9,21,35,29.282203670096475,39,APAC,Startup,29.92690865628228,100.0
CUST_00200,52.07681418342127,1,9,15,16,92.80836403260497,8,APAC,SMB,41.250118409654036,72.09603224918942
CUST_00201,61.29395824945255,19,3,21,43,19.747048985993732,45,EU,Enterprise,23.89929708457102,100.0
CUST_00202,25.84316202918181,14,1,21,12,22.106337145372844,7,EU,Startup,55.08795906095138,83.03808539140864
CUST_00203,32.005983252098346,10,8,22,28,72.79471767307432,1,EU,SMB,53.514292192858065,94.79123898789979
CUST_00204,21.35113663106719,18,6,24,43,73.28015447662506,42,EU,Startup,59.071140305829424,100.0
CUST_00205,10.593071255849296,6,8,37,7,46.15574744197899,15,EU,Enterprise,58.76187907487918,89.81382669195524
CUST_00206,27.790209724886783,2,9,34,88,55.50849493022862,45,US-East,Enterprise,51.23038070171641,75.0833947494715
CUST_00207,53.86956673430391,3,5,42,89,83.99639802821825,11,US-West,Enterprise,58.93960655311916,64.69059182775723
CUST_00208,36.79407513020845,10,2,31,69,87.66507618282006,36,APAC,SMB,65.5856286938586,51.99521015676779
CUST_00209,88.61957804650746,2,9,37,84,0.18798835249106416,38,APAC,Enterprise,47.707810748691486,88.83286987635005
CUST_00210,58.82022669483905,3,2,24,79,22.543875546369385,3,US-West,SMB,60.38575903630467,39.40491549300555
CUST_00211,60.214564405248105,18,0,46,82,5.85509292439792,44,EU,Enterprise,52.64662150659474,73.82501800295319
CUST_00212,14.745252670628394,16,6,33,17,37.142200187304574,48,EU,Enterprise,60.83225165932848,100.0
CUST_00213,93.31133313435576,12,0,17,69,63.617736470823274,47,EU,SMB,55.35047800620608,65.76164247695749
CUST_00214,74.72195877420377,6,8,26,15,20.29363675749022,9,US-East,Startup,32.28632035047444,90.7551706464685
CUST_00215,94.06792451153404,9,2,46,25,87.27302504846018,28,US-East,SMB,31.618525970117723,60.72403670304857
CUST_00216,93.73532942158644,3,5,26,3,4.984202778294156,38,US-East,SMB,1.3642049606935736,85.0701260331617
CUST_00217,5.728025107762336,13,8,31,83,65.69551562671396,35,US-West,SMB,52.04530233421517,83.92597188355924
CUST_00218,27.1949726128631,9,8,13,69,6.536615756438524,44,US-East,SMB,58.702574909760635,100.0
CUST_00219,41.10956026007065,6,5,15,81,73.24487318380898,10,EU,Enterprise,65.47377007179887,69.36585983265752
CUST_00220,5.225787928602377,11,7,14,56,49.448113129509295,20,US-West,Enterprise,67.19212738706395,73.39471038965684
CUST_00221,56.53302545716099,18,2,25,84,60.85272726964666,40,US-West,Startup,44.536820839817906,86.87312361704231
CUST_00222,54.51055282606997,1,9,43,40,79.16999884533517,48,US-West,SMB,44.246431772492095,85.7678445534955
CUST_00223,48.469628713004695,4,1,22,56,66.90223373291083,33,EU,SMB,66.66266429793473,50.51847360775375
CUST_00224,29.05875598063551,14,7,38,59,35.597337379485275,34,APAC,SMB,41.01233202148679,93.9270285400204
CUST_00225,33.02150648714976,13,3,22,14,20.488127415071254,20,US-West,Startup,36.52640493493699,85.13350571906795
CUST_00226,94.66379541996072,7,9,28,25,55.798073878263985,1,APAC,Enterprise,28.110138201051424,100.0
CUST_00227,39.07283656136132,2,5,39,51,45.16968192316827,49,EU,SMB,59.43228690354687,50.00801119150286
CUST_00228,9.403610443426636,8,3,37,84,31.234910188551357,8,APAC,SMB,78.11805553695905,46.15669198954621
CUST_00229,15.7954822835348,19,5,12,1,31.67616770675267,2,EU,SMB,49.05177345128697,100.0
CUST_00230,14.071152804875842,0,6,8,31,65.42925523249619,42,US-West,SMB,78.27802697894033,46.25157130092188
CUST_00231,85.6873936075094,8,6,16,0,41.77609792750997,20,APAC,SMB,21.335069303102852,100.0
CUST_00232,97.97824578545219,4,8,3,67,71.93536223691585,33,EU,Enterprise,36.20686486534816,89.18469582604797
CUST_00233,33.684050186110326,8,3,38,49,11.074844531895812,43,APAC,SMB,41.62664648626675,70.10484634158867
CUST_00234,81.92551048714611,11,9,48,20,11.294320841117356,25,APAC,SMB,18.727173988326825,100.0
CUST_00235,34.79414115821666,14,1,58,74,65.11475848816741,47,APAC,Startup,80.25393506156213,68.18591322074396
CUST_00236,84.37373264067243,2,0,20,15,10.634372625577459,34,EU,SMB,41.88686312865096,49.890083671218065
CUST_00237,85.57372589057863,0,7,55,86,7.707801195146069,2,US-West,Startup,45.64784820756244,89.56223605416878
CUST_00238,21.264437637109612,2,8,53,52,65.3162790531283,13,US-East,Startup,61.23072020667013,71.04379785295416
CUST_00239,5.909389007825327,14,1,51,5,67.0732311905834,22,US-West,SMB,59.244868777856624,55.20894264497156
CUST_00240,22.673038292351066,7,2,19,29,80.23543291592642,19,US-West,SMB,68.08963441412179,49.16184776310744
CUST_00241,96.62434107067982,15,8,19,50,82.60390516665719,18,APAC,Startup,38.78991098930423,100.0
CUST_00242,87.2753839566128,13,7,38,52,54.069847664491036,39,US-West,Startup,15.72581321720915,100.0
CUST_00243,7.424087298838645,8,8,4,67,87.72394571622004,1,US-East,Startup,76.48444158751718,93.23333753524894
CUST_00244,62.61761715931382,15,0,48,29,42.91825933963569,10,APAC,Enterprise,39.66457401529757,77.85467313751685
CUST_00245,59.89785081772106,0,4,9,60,3.2645677545668605,34,EU,SMB,60.053161650364096,72.46452271177805
CUST_00246,43.459596085871176,14,8,19,25,16.482467534676204,21,APAC,Enterprise,49.307273884326534,100.0
